測項,違規列序,違規全文
指配0m,7,"[指配0m] ('R2',) 欄「【左】第1宗指配」: baseline='G023（628-41）[628-41(1)]' got='G010（628-40）[628-40(1)]'"
指配0m,8,"[指配0m] ('R2',) 欄「【左】優先權指數」: baseline='0.9309' got=0.0153"
指配0m,9,"[指配0m] ('R3',) 欄「【右】最小面積(㎡)」: baseline='152.82' got='226.91'"
指配0m,10,"[指配0m] ('R3',) 欄「【右】達資格候選」: baseline='1' got=0"
指配0m,11,"[指配0m] ('R3',) 欄「【右】第1宗指配」: baseline='G007（628-45）[628-45(2)]' got='⚠️ 強制抵費地'"
指配0m,12,"[指配0m] ('R3',) 欄「【右】優先權指數」: baseline='0.5585' got='—'"
指配0m,13,"[指配0m] ('R1',) 欄「【左】最小面積(㎡)」: baseline='109.79' got='114.76'"
指配0m,14,"[指配0m] ('R1',) 欄「【右】最小面積(㎡)」: baseline='110.56' got='116.84'"
指配0m,15,"[指配0m] ('R1',) 欄「【右】優先權指數」: baseline='1.0' got=0.9919"
v3·G值0m,0,"[v3·G值0m] 缺列 ('R3', 'R3-抵費地')"
v3·G值0m,1,"[v3·G值0m] 多列 ('R3', 'R3-抵費地-1')"
v3·G值0m,2,"[v3·G值0m] 多列 ('R3', 'R3-抵費地-2')"
v3·G值0m,3,"[v3·G值0m] ('R1', '628-37(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值0m,4,"[v3·G值0m] ('R1', '628-35(2)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值0m,5,"[v3·G值0m] ('R1', '628(5)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值0m,6,"[v3·G值0m] ('R1', '628-34(3)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值0m,7,"[v3·G值0m] ('R1', '628-36(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值0m,8,"[v3·G值0m] ('R1', 'R1-抵費地-1') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值0m,9,"[v3·G值0m] ('R1', 'R1-抵費地-2') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值0m,10,"[v3·G值0m] ('R2', '628-41(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,11,"[v3·G值0m] ('R2', '628-41(1)') 欄「街角地」: baseline='是' got='否'"
v3·G值0m,12,"[v3·G值0m] ('R2', '628-41(1)') 欄「第1筆街角」: baseline='是' got='否'"
v3·G值0m,13,"[v3·G值0m] ('R2', '628-41(1)') 欄「街角側別」: baseline='左側' got='—'"
v3·G值0m,14,"[v3·G值0m] ('R2', '628-41(1)') 欄「W(m)」: baseline='3.98' got=10.61"
v3·G值0m,15,"[v3·G值0m] ('R2', '628-41(1)') 欄「Rw(%)」: baseline='37.69' got=20.81"
v3·G值0m,16,"[v3·G值0m] ('R2', '628-41(1)') 欄「S(m)」: baseline='5.69' got=4.08"
v3·G值0m,17,"[v3·G值0m] ('R2', '628-41(1)') 欄「幾何面積(㎡)」: baseline='173.16' got=182.99"
v3·G值0m,18,"[v3·G值0m] ('R2', '628-41(1)') 欄「G(㎡)」: baseline='173.16' got=182.99"
v3·G值0m,19,"[v3·G值0m] ('R2', '628-41(1)') 欄「累積S(m)」: baseline='5.69' got=12.33"
v3·G值0m,20,"[v3·G值0m] ('R2', '628-41(1)') 欄「負擔比率」: baseline='0.4577' got=0.4269"
v3·G值0m,21,"[v3·G值0m] ('R2', '628-41(1)') 欄「宗地寬度(m)」: baseline='5.68' got=4.07"
v3·G值0m,22,"[v3·G值0m] ('R2', '628-42(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,23,"[v3·G值0m] ('R2', '628-42(1)') 欄「W(m)」: baseline='4.09' got=6.54"
v3·G值0m,24,"[v3·G值0m] ('R2', '628-42(1)') 欄「Rw(%)」: baseline='0.66' got=0.6"
v3·G值0m,25,"[v3·G值0m] ('R2', '628-42(1)') 欄「幾何面積(㎡)」: baseline='4.74' got=4.75"
v3·G值0m,26,"[v3·G值0m] ('R2', '628-42(1)') 欄「G(㎡)」: baseline='4.73' got=4.76"
v3·G值0m,27,"[v3·G值0m] ('R2', '628-42(1)') 欄「累積S(m)」: baseline='5.8' got=8.26"
v3·G值0m,28,"[v3·G值0m] ('R2', '628-42(1)') 欄「迭代次數」: baseline='18' got=17"
v3·G值0m,29,"[v3·G值0m] ('R2', '628-27(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,30,"[v3·G值0m] ('R2', '628-27(1)') 欄「W(m)」: baseline='4.73' got=11.26"
v3·G值0m,31,"[v3·G值0m] ('R2', '628-27(1)') 欄「Rw(%)」: baseline='4.01' got=2.94"
v3·G值0m,32,"[v3·G值0m] ('R2', '628-27(1)') 欄「S(m)」: baseline='0.65' got=0.66"
v3·G值0m,33,"[v3·G值0m] ('R2', '628-27(1)') 欄「幾何面積(㎡)」: baseline='29.15' got=29.57"
v3·G值0m,34,"[v3·G值0m] ('R2', '628-27(1)') 欄「G(㎡)」: baseline='29.15' got=29.57"
v3·G值0m,35,"[v3·G值0m] ('R2', '628-27(1)') 欄「累積S(m)」: baseline='6.44' got=12.99"
v3·G值0m,36,"[v3·G值0m] ('R2', '628-27(1)') 欄「迭代次數」: baseline='18' got=17"
v3·G值0m,37,"[v3·G值0m] ('R2', '628-27(1)') 欄「負擔比率」: baseline='0.432' got=0.4238"
v3·G值0m,38,"[v3·G值0m] ('R2', '628-27(1)') 欄「宗地寬度(m)」: baseline='0.65' got=0.66"
v3·G值0m,39,"[v3·G值0m] ('R2', '628-40(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,40,"[v3·G值0m] ('R2', '628-40(1)') 欄「街角地」: baseline='否' got='是'"
v3·G值0m,41,"[v3·G值0m] ('R2', '628-40(1)') 欄「第1筆街角」: baseline='否' got='是'"
v3·G值0m,42,"[v3·G值0m] ('R2', '628-40(1)') 欄「街角側別」: baseline='—' got='左側'"
v3·G值0m,43,"[v3·G值0m] ('R2', '628-40(1)') 欄「W(m)」: baseline='11.26' got=6.44"
v3·G值0m,44,"[v3·G值0m] ('R2', '628-40(1)') 欄「Rw(%)」: baseline='34.48' got=52.48"
v3·G值0m,45,"[v3·G值0m] ('R2', '628-40(1)') 欄「S(m)」: baseline='6.55' got=8.15"
v3·G值0m,46,"[v3·G值0m] ('R2', '628-40(1)') 欄「幾何面積(㎡)」: baseline='293.87' got=283.62"
v3·G值0m,47,"[v3·G值0m] ('R2', '628-40(1)') 欄「G(㎡)」: baseline='293.88' got=283.61"
v3·G值0m,48,"[v3·G值0m] ('R2', '628-40(1)') 欄「累積S(m)」: baseline='12.99' got=8.15"
v3·G值0m,49,"[v3·G值0m] ('R2', '628-40(1)') 欄「負擔比率」: baseline='0.4277' got=0.4477"
v3·G值0m,50,"[v3·G值0m] ('R2', '628-40(1)') 欄「宗地寬度(m)」: baseline='6.53' got=8.13"
v3·G值0m,51,"[v3·G值0m] ('R2', '628-43(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,52,"[v3·G值0m] ('R2', '628-30(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,53,"[v3·G值0m] ('R2', '628-39(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,54,"[v3·G值0m] ('R2', '628-31(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,55,"[v3·G值0m] ('R2', '628-35(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,56,"[v3·G值0m] ('R2', '628-34(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,57,"[v3·G值0m] ('R2', '628-49(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,58,"[v3·G值0m] ('R2', '628-50(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,59,"[v3·G值0m] ('R2', '628-51(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,60,"[v3·G值0m] ('R2', '628-52(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,61,"[v3·G值0m] ('R2', '628-32(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,62,"[v3·G值0m] ('R2', 'R2-抵費地') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值0m,63,"[v3·G值0m] ('R2', 'R2-抵費地') 欄「幾何面積(㎡)」: baseline='1799.4' got=1799.39"
v3·G值0m,64,"[v3·G值0m] ('R4', '628(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
v3·G值0m,65,"[v3·G值0m] ('R4', '628-1(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
v3·G值0m,66,"[v3·G值0m] ('R4', 'R4-抵費地') 欄「平均深度(m)」: baseline='32.59' got=33.1"
v3·G值0m,67,"[v3·G值0m] ('R6', '628(2)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,68,"[v3·G值0m] ('R6', '628-1(2)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,69,"[v3·G值0m] ('R6', '628-23(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,70,"[v3·G值0m] ('R6', '628-4(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,71,"[v3·G值0m] ('R6', '628-22(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,72,"[v3·G值0m] ('R6', '628-21(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,73,"[v3·G值0m] ('R6', '628-18(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,74,"[v3·G值0m] ('R6', '628-53(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,75,"[v3·G值0m] ('R6', '628-38(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,76,"[v3·G值0m] ('R6', '628-7(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,77,"[v3·G值0m] ('R6', '628-20(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,78,"[v3·G值0m] ('R6', 'R6-抵費地-1') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,79,"[v3·G值0m] ('R6', 'R6-抵費地-2') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值0m,80,"[v3·G值0m] ('R5', '628-18(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,81,"[v3·G值0m] ('R5', '628-18(2)') 欄「街角地」: baseline='是' got='否'"
v3·G值0m,82,"[v3·G值0m] ('R5', '628-18(2)') 欄「第1筆街角」: baseline='是' got='否'"
v3·G值0m,83,"[v3·G值0m] ('R5', '628-18(2)') 欄「街角側別」: baseline='左側' got='—'"
v3·G值0m,84,"[v3·G值0m] ('R5', '628-18(2)') 欄「W(m)」: baseline='4.77' got=10.34"
v3·G值0m,85,"[v3·G值0m] ('R5', '628-18(2)') 欄「Rw(%)」: baseline='42.6' got=25.59"
v3·G值0m,86,"[v3·G值0m] ('R5', '628-18(2)') 欄「S(m)」: baseline='6.44' got=4.85"
v3·G值0m,87,"[v3·G值0m] ('R5', '628-18(2)') 欄「幾何面積(㎡)」: baseline='202.78' got=212.41"
v3·G值0m,88,"[v3·G值0m] ('R5', '628-18(2)') 欄「G(㎡)」: baseline='202.78' got=212.41"
v3·G值0m,89,"[v3·G值0m] ('R5', '628-18(2)') 欄「累積S(m)」: baseline='6.44' got=12.03"
v3·G值0m,90,"[v3·G值0m] ('R5', '628-18(2)') 欄「迭代次數」: baseline='17' got=18"
v3·G值0m,91,"[v3·G值0m] ('R5', '628-18(2)') 欄「負擔比率」: baseline='0.4679' got=0.4426"
v3·G值0m,92,"[v3·G值0m] ('R5', '628-18(2)') 欄「宗地寬度(m)」: baseline='6.41' got=4.83"
v3·G值0m,93,"[v3·G值0m] ('R5', '628-53(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,94,"[v3·G值0m] ('R5', '628-53(2)') 欄「W(m)」: baseline='4.81' got=5.51"
v3·G值0m,95,"[v3·G值0m] ('R5', '628-53(2)') 欄「Rw(%)」: baseline='0.22' got=0.21"
v3·G值0m,96,"[v3·G值0m] ('R5', '628-53(2)') 欄「累積S(m)」: baseline='6.48' got=7.18"
v3·G值0m,97,"[v3·G值0m] ('R5', '628-53(2)') 欄「迭代次數」: baseline='18' got=16"
v3·G值0m,98,"[v3·G值0m] ('R5', '628-45(1)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,99,"[v3·G值0m] ('R5', '628-45(1)') 欄「W(m)」: baseline='5.98' got=11.52"
v3·G值0m,100,"[v3·G值0m] ('R5', '628-45(1)') 欄「Rw(%)」: baseline='7.06' got=5.27"
v3·G值0m,101,"[v3·G值0m] ('R5', '628-45(1)') 欄「S(m)」: baseline='1.17' got=1.18"
v3·G值0m,102,"[v3·G值0m] ('R5', '628-45(1)') 欄「幾何面積(㎡)」: baseline='51.35' got=52.04"
v3·G值0m,103,"[v3·G值0m] ('R5', '628-45(1)') 欄「G(㎡)」: baseline='51.35' got=52.04"
v3·G值0m,104,"[v3·G值0m] ('R5', '628-45(1)') 欄「累積S(m)」: baseline='7.65' got=13.21"
v3·G值0m,105,"[v3·G值0m] ('R5', '628-45(1)') 欄「迭代次數」: baseline='14' got=17"
v3·G值0m,106,"[v3·G值0m] ('R5', '628-45(1)') 欄「負擔比率」: baseline='0.4461' got=0.4387"
v3·G值0m,107,"[v3·G值0m] ('R5', '628-7(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,108,"[v3·G值0m] ('R5', '628-7(2)') 欄「街角地」: baseline='否' got='是'"
v3·G值0m,109,"[v3·G值0m] ('R5', '628-7(2)') 欄「第1筆街角」: baseline='否' got='是'"
v3·G值0m,110,"[v3·G值0m] ('R5', '628-7(2)') 欄「街角側別」: baseline='—' got='左側'"
v3·G值0m,111,"[v3·G值0m] ('R5', '628-7(2)') 欄「W(m)」: baseline='11.52' got=5.48"
v3·G值0m,112,"[v3·G值0m] ('R5', '628-7(2)') 欄「Rw(%)」: baseline='28.04' got=46.86"
v3·G值0m,113,"[v3·G值0m] ('R5', '628-7(2)') 欄「S(m)」: baseline='5.56' got=7.15"
v3·G值0m,114,"[v3·G值0m] ('R5', '628-7(2)') 欄「幾何面積(㎡)」: baseline='243.9' got=233.56"
v3·G值0m,115,"[v3·G值0m] ('R5', '628-7(2)') 欄「G(㎡)」: baseline='243.89' got=233.57"
v3·G值0m,116,"[v3·G值0m] ('R5', '628-7(2)') 欄「累積S(m)」: baseline='13.21' got=7.15"
v3·G值0m,117,"[v3·G值0m] ('R5', '628-7(2)') 欄「迭代次數」: baseline='13' got=16"
v3·G值0m,118,"[v3·G值0m] ('R5', '628-7(2)') 欄「負擔比率」: baseline='0.4415' got=0.4651"
v3·G值0m,119,"[v3·G值0m] ('R5', '628-7(2)') 欄「宗地寬度(m)」: baseline='5.54' got=7.12"
v3·G值0m,120,"[v3·G值0m] ('R5', '628-20(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,121,"[v3·G值0m] ('R5', '628-30(1)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,122,"[v3·G值0m] ('R5', '628-21(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,123,"[v3·G值0m] ('R5', '628-21(2)') 欄「幾何面積(㎡)」: baseline='470.6' got=470.59"
v3·G值0m,124,"[v3·G值0m] ('R5', '628-21(2)') 欄「迭代次數」: baseline='18' got=13"
v3·G值0m,125,"[v3·G值0m] ('R5', '628(3)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,126,"[v3·G值0m] ('R5', '628-23(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,127,"[v3·G值0m] ('R5', '628-23(2)') 欄「幾何面積(㎡)」: baseline='423.56' got=423.55"
v3·G值0m,128,"[v3·G值0m] ('R5', '628-23(2)') 欄「迭代次數」: baseline='16' got=18"
v3·G值0m,129,"[v3·G值0m] ('R5', '628-22(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,130,"[v3·G值0m] ('R5', '628-22(2)') 欄「幾何面積(㎡)」: baseline='520.36' got=520.37"
v3·G值0m,131,"[v3·G值0m] ('R5', '628-32(1)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,132,"[v3·G值0m] ('R5', '628-31(1)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,133,"[v3·G值0m] ('R5', 'R5-抵費地') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值0m,134,"[v3·G值0m] ('R5', 'R5-抵費地') 欄「幾何面積(㎡)」: baseline='1766.08' got=1766.1"
v3·G值0m,135,"[v3·G值0m] ('R3', '628(4)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,136,"[v3·G值0m] ('R3', '628(4)') 欄「幾何面積(㎡)」: baseline='44.89' got=44.9"
v3·G值0m,137,"[v3·G值0m] ('R3', '628-34(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,138,"[v3·G值0m] ('R3', '628-34(2)') 欄「幾何面積(㎡)」: baseline='250.25' got=250.24"
v3·G值0m,139,"[v3·G值0m] ('R3', '628-34(2)') 欄「迭代次數」: baseline='18' got=16"
v3·G值0m,140,"[v3·G值0m] ('R3', '628-47(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,141,"[v3·G值0m] ('R3', '628-47(1)') 欄「累積S(m)」: baseline='10.01' got=10.02"
v3·G值0m,142,"[v3·G值0m] ('R3', '628-47(1)') 欄「迭代次數」: baseline='15' got=9"
v3·G值0m,143,"[v3·G值0m] ('R3', '628-46(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,144,"[v3·G值0m] ('R3', '628-46(1)') 欄「幾何面積(㎡)」: baseline='72.77' got=72.76"
v3·G值0m,145,"[v3·G值0m] ('R3', '628-46(1)') 欄「迭代次數」: baseline='13' got=17"
v3·G值0m,146,"[v3·G值0m] ('R3', '628-48(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,147,"[v3·G值0m] ('R3', '628-48(1)') 欄「迭代次數」: baseline='14' got=17"
v3·G值0m,148,"[v3·G值0m] ('R3', '628-49(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,149,"[v3·G值0m] ('R3', '628-49(2)') 欄「幾何面積(㎡)」: baseline='79.05' got=79.06"
v3·G值0m,150,"[v3·G值0m] ('R3', '628-32(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,151,"[v3·G值0m] ('R3', '628-32(3)') 欄「幾何面積(㎡)」: baseline='421.41' got=421.42"
v3·G值0m,152,"[v3·G值0m] ('R3', '628-32(3)') 欄「迭代次數」: baseline='15' got=13"
v3·G值0m,153,"[v3·G值0m] ('R3', '628-45(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,154,"[v3·G值0m] ('R3', '628-45(2)') 欄「街角地」: baseline='是' got='否'"
v3·G值0m,155,"[v3·G值0m] ('R3', '628-45(2)') 欄「第1筆街角」: baseline='是' got='否'"
v3·G值0m,156,"[v3·G值0m] ('R3', '628-45(2)') 欄「街角側別」: baseline='右側' got='—'"
v3·G值0m,157,"[v3·G值0m] ('R3', '628-45(2)') 欄「W(m)」: baseline='4.4' got=13.6"
v3·G值0m,158,"[v3·G值0m] ('R3', '628-45(2)') 欄「Rw(%)」: baseline='40.3' got=19.66"
v3·G值0m,159,"[v3·G值0m] ('R3', '628-45(2)') 欄「S(m)」: baseline='6.12' got=4.55"
v3·G值0m,160,"[v3·G值0m] ('R3', '628-45(2)') 欄「幾何面積(㎡)」: baseline='192.42' got=203.68"
v3·G值0m,161,"[v3·G值0m] ('R3', '628-45(2)') 欄「G(㎡)」: baseline='192.41' got=203.68"
v3·G值0m,162,"[v3·G值0m] ('R3', '628-45(2)') 欄「累積S(m)」: baseline='6.12' got=15.35"
v3·G值0m,163,"[v3·G值0m] ('R3', '628-45(2)') 欄「迭代次數」: baseline='18' got=13"
v3·G值0m,164,"[v3·G值0m] ('R3', '628-45(2)') 欄「負擔比率」: baseline='0.469' got=0.4379"
v3·G值0m,165,"[v3·G值0m] ('R3', '628-45(2)') 欄「宗地寬度(m)」: baseline='6.09' got=4.53"
v3·G值0m,166,"[v3·G值0m] ('R3', '628-42(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,167,"[v3·G值0m] ('R3', '628-42(2)') 欄「W(m)」: baseline='6.3' got=7.07"
v3·G值0m,168,"[v3·G值0m] ('R3', '628-42(2)') 欄「Rw(%)」: baseline='11.41' got=11.02"
v3·G值0m,169,"[v3·G值0m] ('R3', '628-42(2)') 欄「S(m)」: baseline='1.91' got=1.9"
v3·G值0m,170,"[v3·G值0m] ('R3', '628-42(2)') 欄「幾何面積(㎡)」: baseline='85.04' got=85.21"
v3·G值0m,171,"[v3·G值0m] ('R3', '628-42(2)') 欄「G(㎡)」: baseline='85.04' got=85.2"
v3·G值0m,172,"[v3·G值0m] ('R3', '628-42(2)') 欄「累積S(m)」: baseline='8.03' got=8.8"
v3·G值0m,173,"[v3·G值0m] ('R3', '628-42(2)') 欄「迭代次數」: baseline='14' got=17"
v3·G值0m,174,"[v3·G值0m] ('R3', '628-42(2)') 欄「負擔比率」: baseline='0.4458' got=0.4448"
v3·G值0m,175,"[v3·G值0m] ('R3', '628-42(2)') 欄「宗地寬度(m)」: baseline='1.9' got=1.89"
v3·G值0m,176,"[v3·G值0m] ('R3', '628-27(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,177,"[v3·G值0m] ('R3', '628-27(2)') 欄「W(m)」: baseline='6.88' got=7.65"
v3·G值0m,178,"[v3·G值0m] ('R3', '628-27(2)') 欄「Rw(%)」: baseline='3.29' got=3.12"
v3·G值0m,179,"[v3·G值0m] ('R3', '628-27(2)') 欄「幾何面積(㎡)」: baseline='25.94' got=26.01"
v3·G值0m,180,"[v3·G值0m] ('R3', '628-27(2)') 欄「G(㎡)」: baseline='25.94' got=26.01"
v3·G值0m,181,"[v3·G值0m] ('R3', '628-27(2)') 欄「累積S(m)」: baseline='8.61' got=9.38"
v3·G值0m,182,"[v3·G值0m] ('R3', '628-27(2)') 欄「迭代次數」: baseline='18' got=16"
v3·G值0m,183,"[v3·G值0m] ('R3', '628-28(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,184,"[v3·G值0m] ('R3', '628-28(1)') 欄「W(m)」: baseline='8.29' got=9.06"
v3·G值0m,185,"[v3·G值0m] ('R3', '628-28(1)') 欄「Rw(%)」: baseline='7.61' got=7.4"
v3·G值0m,186,"[v3·G值0m] ('R3', '628-28(1)') 欄「幾何面積(㎡)」: baseline='63.52' got=63.6"
v3·G值0m,187,"[v3·G值0m] ('R3', '628-28(1)') 欄「G(㎡)」: baseline='63.52' got=63.6"
v3·G值0m,188,"[v3·G值0m] ('R3', '628-28(1)') 欄「累積S(m)」: baseline='10.02' got=10.8"
v3·G值0m,189,"[v3·G值0m] ('R3', '628-28(1)') 欄「迭代次數」: baseline='17' got=18"
v3·G值0m,190,"[v3·G值0m] ('R3', '628-29(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,191,"[v3·G值0m] ('R3', '628-29(1)') 欄「W(m)」: baseline='9.71' got=15.03"
v3·G值0m,192,"[v3·G值0m] ('R3', '628-29(1)') 欄「Rw(%)」: baseline='7.09' got=5.13"
v3·G值0m,193,"[v3·G值0m] ('R3', '628-29(1)') 欄「S(m)」: baseline='1.42' got=1.44"
v3·G值0m,194,"[v3·G值0m] ('R3', '628-29(1)') 欄「幾何面積(㎡)」: baseline='63.72' got=64.48"
v3·G值0m,195,"[v3·G值0m] ('R3', '628-29(1)') 欄「G(㎡)」: baseline='63.72' got=64.49"
v3·G值0m,196,"[v3·G值0m] ('R3', '628-29(1)') 欄「累積S(m)」: baseline='11.45' got=16.8"
v3·G值0m,197,"[v3·G值0m] ('R3', '628-29(1)') 欄「負擔比率」: baseline='0.4411' got=0.4343"
v3·G值0m,198,"[v3·G值0m] ('R3', '628-29(1)') 欄「宗地寬度(m)」: baseline='1.41' got=1.43"
v3·G值0m,199,"[v3·G值0m] ('R3', '628-30(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
v3·G值0m,200,"[v3·G值0m] ('R3', '628-30(3)') 欄「W(m)」: baseline='19.62' got=25.15"
v3·G值0m,201,"[v3·G值0m] ('R3', '628-30(3)') 欄「Rw(%)」: baseline='30.31' got=8.6"
v3·G值0m,202,"[v3·G值0m] ('R3', '628-30(3)') 欄「S(m)」: baseline='9.96' got=10.16"
